pair_key,Drug_ID,Drug_Name,Food_Herb_ID,Food_Herb_Name,Type,paper_label,drug_item_text,prediction,Effect,effect_clean,ddid_effects_all,Result,Conclusion,PMID,Reference,DOI,Relationship_classification,relationship_sources,evidence_row_count,n_effects,has_effect_conflict,has_label_conflict,model_name,prob_avoid,prob_no_known_interaction_in_selected_source,prob_use_caution
D00931__F00116,D00931,Naltrexone,F00116,Standard Meal,Food,Use caution,naltrexone [SEP] standard meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"Fed/fasting comparison : Cmax(90%CI) = 117%-617%, AUC0‐inf (90%CI) = 123%-398%","NTX systemic exposure is highly variable in adolescents with eating disorders and modulated, in part, by AKR1C4 genotype and food intake.",36200172.0,Effects of genotype and food on naltrexone exposure in adolescents,10.1111/cts.13399,Dietary effects,Dietary effects,1,1,0,0,Balanced AI baseline,,,
D00711__F00104,D00711,Hyoscyamine,F00104,Meal,Food,Use caution,hyoscyamine [SEP] meal [SEP] food,No known interaction in selected source,Possible,Possible,Possible,Take before a meal. Take 30-60 minutes before a meal.,Take before a meal.,,https://go.drugbank.com/drugs/DB00424,,Drugbank,Drugbank,1,1,0,0,Balanced AI baseline,,,
D00434__F00104,D00434,Medroxyprogesterone Acetate,F00104,Meal,Food,Use caution,medroxyprogesterone acetate [SEP] meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"Administration of PROVERA with food increases the bioavailability of MPA. A 10 mg dose of PROVERA, taken immediately before or after a meal, increased MPA Cmax (50 to 70%) and AUC (18 to 33%). The half-life of MPA was not changed with food.",Take with food. Food increases the bioavailability of medroxyprogesterone acetate.,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2007/011839s071lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,Balanced AI baseline,,,
D00309__F00104,D00309,Prilocaine,F00104,Meal,Food,Use caution,prilocaine [SEP] meal [SEP] food,No known interaction in selected source,Possible,Possible,Possible,"This is only required when prilocaine is used in the mouth, as it may cause numbness, which can cause bite injury when eating.",Take separate from meals.,,https://go.drugbank.com/drugs/DB00750,,Drugbank,Drugbank,1,1,0,0,Balanced AI baseline,,,
D01072__F00121,D01072,Lurasidone,F00121,Moderate-Fat Meal,Food,Use caution,lurasidone [SEP] moderate-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,The geometric mean Cmax in the fasted state was 56.7 ng/mL compared with 123.0 ng/mL for the 800- to 1000-kcal meal; mean AUC0-tau was 360.0 versus 752.4 ng·h/mL (both p < 0.001). Lurasidone exposure following meals containing 100 and 200 kcal was substantially lower than with meals containing 800-1000 kcal.,Lurasidone should be administered with food to ensure maximum exposure.,24014143.0,"Effect of food on the pharmacokinetics of lurasidone: results of two randomized, open-label, crossover studies",10.1002/hup.2338,Dietary effects,Dietary effects,2,1,0,0,Balanced AI baseline,,,
D00572__F00001,D00572,Simvastatin,F00001,Pomegranate,Food,Use caution,simvastatin [SEP] pomegranate [SEP] food,No known interaction in selected source,Positive,Positive,No Effect; Positive,There were not significantly different in the period of pomegranate juice [C max and AUCinf 1.20 (0.89-1.62) and 1.29 (0.85-1.94)].,Pomegranate can slightly affect its efficacy,15206993.0,Effects of regular consumption of grapefruit juice on the pharmacokinetics of simvastatin,10.1111/j.1365-2125.2004.02095.x,HFDI,HFDI,2,2,1,1,Balanced AI baseline,,,
D00435__F00104,D00435,Quinethazone,F00104,Meal,Food,Use caution,quinethazone [SEP] meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,Food increases bioavailability.,Take with food.,,https://go.drugbank.com/drugs/DB01325,,Drugbank,Drugbank,1,1,0,0,Balanced AI baseline,,,
D00959__F00104,D00959,Gadobutrol,F00104,Meal,Food,Use caution,gadobutrol [SEP] meal [SEP] food,No known interaction in selected source,Possible,Possible,Possible,Take with or without food.,Take with or without food.,,https://go.drugbank.com/drugs/DB06703,,Drugbank,Drugbank,1,1,0,0,Balanced AI baseline,,,
D00271__F00162,D00271,Omeprazole,F00162,Grapefruit,Food,Use caution,omeprazole [SEP] grapefruit [SEP] food,No known interaction in selected source,Possible,Possible,Possible,"Grapefruit juice group (Omeprazole):Cmax (nmol/ml) = 1608±937,tmax(h) = 3.0 (2.0–4.0),t1/2(h) = 1.2±0.54,AUC0-t (nmol/mL . h) = 5117±4119; Water group(Omeprazole) : Cmax (nmol/ml) = 1612±1017,tmax(h) = 2.0 (1.0–4.0),t1/2(h) = 1.2±0.7,AUC0-t (nmol/mL . h) = 4610±4583; Grapefruit juice group (5-hydroxylansoprazole): Cmax (nmol/ml) = 393±196,tmax(h) = 3.0 (2.0–4.0) ,t1/2(h) = 1.5±0.8,AUC0-t (nmol/mL . h) = 1138±361; Water group(5-hydroxylansoprazole) : Cmax (nmol/ml) = 402±210,tmax(h) = 3.0 (2.0–4.0),t1/2(h) = 1.1±0.4,AUC0-t (nmol/mL . h) = 1107±371; Grapefruit juice group (Omeprazole sulphone): Cmax (nmol/ml) = 538±203,tmax(h) = 3.0 (2.0–8.0),t1/2(h) = 4.7±4.5,AUC0-t (nmol/mL . h) = 3438±2362; Water group(Omeprazole sulphone) : Cmax (nmol/ml) = 437±23,tmax(h) = 4.0 (3.0–10.0) ,t1/2(h) = 4.7±4.6,AUC0-t (nmol/mL . h) = 2765±1940","Grapefruit juice had minimal effect on omeprazole.Administration of grapefruit juice decreased the formation of omeprazole sulphone but not 5-hydroxyomeprazole. These results indicate that activities of CYP3A4, but not of CYP2C19, are inhibited by the simultaneous administration of grapefruit juice.",10671908.0,Formation of omeprazole sulphone but not 5-hydroxyomeprazole is inhibited by grapefruit juice,10.1046/j.1365-2125.2000.00122.x,HFDI,HFDI,2,1,0,0,Balanced AI baseline,,,
D01283__F00103,D01283,Diroximel Fumarate,F00103,Alcohol,Food,Use caution,diroximel fumarate [SEP] alcohol [SEP] food,No known interaction in selected source,Possible,Possible,Possible,"Administration of VUMERITY at the same time with 5% v/v and 40% v/v ethanol did not alter total MMF exposure relative to administration with water, demonstrating that the coingestion of ethanol does not induce dose dumping. The mean peak plasma MMF concentration for diroximel fumarate was decreased by 9% and 21%, when co-administered with 240 mL of 5% v/v and 40% v/v of ethanol, respectively",Avoid alcohol.,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211855s009lbl.pdf,,FDI-Package Insert,FDI-Package Insert,1,1,0,0,Balanced AI baseline,,,
D00664__F00105,D00664,Droxidopa,F00105,High-Fat Meal,Food,Use caution,droxidopa [SEP] high-fat meal [SEP] food,No known interaction in selected source,Negative,Negative,Negative,"Cmax decreased by 35%,AUC decreased by 20%. The Cmax was delayed by approximately 2 hours with a high-fat meal.",Take consistently with or without food,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/203202s007lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,Balanced AI baseline,,,
D01100__F00105,D01100,Belumosudil,F00105,High-fat meal,Food,Use caution,belumosudil [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"Belumosudil Cmax and AUC increased 2.2 times and 2 times, respectively, following administration of a single belumosudil dose with a high-fat and high-calorie meal compared to the fasted state in healthy subjects. Median Tmax was delayed 0.5 hours.",Take REZUROCK with a meal at approximately the same time each day.,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/214783s000lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,Calibrated balanced mode,,,
D01034__F00105,D01034,Cefditoren,F00105,High-Fat Meal,Food,Use caution,cefditoren [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,"70% increase in mean AUC and a 50% increase in mean Cmax compared to administration of cefditoren pivoxil in the fasted state. After a high-fat meal, the Cmax averaged 3.1 ± 1.0 µg/mL following a single 200 mg dose of cefditoren pivoxil and 4.4 ± 0.9 µg/mL following a 400 mg dose.",Take with food.,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021222s013s016lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,Calibrated balanced mode,,,
D00291__H01018,D00291,Phenacetin,H01018,ZE XIE,Herb,Use caution,phenacetin [SEP] ze xie [SEP] herb,No known interaction in selected source,Possible,Possible,Possible,"There was a statistically significant difference in the t1/2, Cmax, AUC(0-inf) and CL for phenacetin and midazolam.","Caution is needed when RA is co-administration with some CYP1A2 or CYP3A4 substrates in clinic, because it may result in treatment failure and herb-drug interactions.",24824320.0,Effects of Alismatis rhizome on rat cytochrome P450 enzymes,10.3109/13880209.2013.864685,HFDI,HFDI,1,1,0,0,Calibrated balanced mode,,,
D00597__H01038,D00597,Atorvastatin,H01038,Fructus Aurantii Immaturus,Herb,Use caution,atorvastatin [SEP] fructus aurantii immaturus [SEP] herb,No known interaction in selected source,Possible,Possible,Possible,"Single group study(ATV) : Cmax (ng/ml) = 54.15 ± 29.11,AUC0‐inf (ng·h/ml) = 170.38 ± 69.72,Tmax (h) = 1.15 ± 1.89,t ½ (h) = 3.02 ± 1.91; Combined group study(ATV) : Cmax (ng/ml,p < 0.05) = 388.17 ± 260.99,AUC0‐inf (ng·h/ml,p < 0.05) = 688.16 ± 433.28,Tmax (h) = 0.67 ± 0.38,t ½ (h) = 1.40 ± 0.68; Single group study(2-ATV) : Cmax (ng/ml) = 33.35 ± 16.34,AUC0‐inf (ng·h/ml) = 252.78 ± 75.01,Tmax (h) = 3.17 ± 2.04,t ½ (h) = 5.18 ± 2.83; Combined group study(2-ATV) : Cmax (ng/ml,p < 0.05) = 385.58 ± 219.10,AUC0‐inf (ng·h/ml,p < 0.05) = 1215.90 ± 571.09,Tmax (h) = 1.17 ± 0.41,t ½ (h) = 3.79 ± 3.15","The Cmax and AUC(0–48) of ATV and 2-ATV improved significantly in the combined group, which revealed that NG could increase their bioavailability in vivo, compared to that observed upon administration of ATV alone. However, ATV did not affect the pharmacokinetic parameters of NG after co-administration with ATV.",36189913.0,"Development of a UPLC-MS/MS method for the simultaneous determination of atorvastatin, 2-hydroxy atorvastatin, and naringenin in rat plasma and its application to pharmacokinetic interaction studies",10.1002/bmc.5515,HFDI,HFDI,1,1,0,0,Calibrated balanced mode,,,
D00436__F00104,D00436,Fluoxymesterone,F00104,Meal,Food,Use caution,fluoxymesterone [SEP] meal [SEP] food,No known interaction in selected source,Possible,Possible,Possible,Take with food.,Take with food.,,https://go.drugbank.com/drugs/DB01185,,Drugbank,Drugbank,1,1,0,0,Calibrated balanced mode,,,
D00187__H01102,D00187,Ibuprofen,H01102,Ginkgo Biloba,Herb,Avoid,ibuprofen [SEP] ginkgo biloba [SEP] herb,No known interaction in selected source,Harmful,Harmful,Harmful,Already used 2 years and 6 months,"In the case of G. biloba extract, particular attention should be paid to the potentially increased risk of bleeding complications, especially when it is taken concomitantly with other drugs which interfere with the coagulation system.",12818420.0,Fatal intracerebral mass bleeding associated with Ginkgo biloba and ibuprofen,10.1016/s0021-9150(03)00015-7,HFDI,HFDI,1,1,0,0,Calibrated balanced mode,,,
D01468__F00105,D01468,Rivoceranib,F00105,High-Fat Meal,Food,Use caution,rivoceranib [SEP] high-fat meal [SEP] food,No known interaction in selected source,Positive,Positive,No Effect; Positive,"Fed/fasting comparison : Cmax(90%CI) = 121 (91, 159),AUC0-inf (90%CI) = 129 (108, 153),Tmax (h) = 3 (1.5–6.03) (fasting = 1.75 (1–4))","Non-compartmental PK analysis of both parts of the study showed that the median tmax value was delayed when rivoceranib was administered with food, with an increase in exposure at the 201 mg dose. Thus, maximum exposure of rivoceranib is most likely to occur after food intake which is consistent with other tyrosine kinase inhibitors",34101892.0,Effect of food intake on the pharmacokinetics of rivoceranib in healthy subjects,10.1111/fcp.12707,Dietary effects,Dietary effects,2,2,1,1,Calibrated balanced mode,,,
D00137__F00104,D00137,Ethotoin,F00104,Meal,Food,Use caution,ethotoin [SEP] meal [SEP] food,No known interaction in selected source,Possible,Possible,Possible,"The drug should be taken after food, and doses should be spaced as evenly as practicable. This may reduce gastrointestinal upset.",Take after a meal.,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2009/010841s021lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,Calibrated balanced mode,,,
D01009__F00104,D01009,Lansoprazole,F00104,Meal,Food,Use caution,lansoprazole [SEP] meal [SEP] food,No known interaction in selected source,Negative,Negative,Negative,"Both the Cmax and AUC are diminished by about 50 to 70% if lansoprazole is given 30 minutes after food, compared to the fasting condition. There is no significant food effect if lansoprazole is given before meals.",Take before a meal.,,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020406s087s088,021428s034s035lbl.pdf",,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,Calibrated balanced mode,,,
D01311__F00104,D01311,Vosoritide,F00104,Meal,Food,Use caution,vosoritide [SEP] meal [SEP] food,No known interaction in selected source,Possible,Possible,Possible,"To reduce the risk of a decrease in blood pressure and associated symptoms (dizziness, fatigue and/or nausea), instruct patients to be well hydrated and have adequate food intake prior to administration of VOXZOGO.","Your child should eat a meal and drink a glass (about 8 to 10 ounces) of fluid (such as water, milk, or juice) within 1 hour before injection.",,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/214938Orig1s000Corrected_lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,Calibrated balanced mode,,,
D00360__F00104,D00360,Cocarboxylase,F00104,Meal,Food,Use caution,cocarboxylase [SEP] meal [SEP] food,No known interaction in selected source,Possible,Possible,Possible,Many different products contain cocarboxylase; refer to the product monograph for more specific instruction. EnBrace HR and EnLyte products should be taken on an empty stomach.,Take with or without food. Many different products contain cocarboxylase; refer to the product monograph for more specific instruction. EnBrace HR and EnLyte products should be taken on an empty stomach.,,https://go.drugbank.com/drugs/DB01987,,Drugbank,Drugbank,1,1,0,0,Calibrated balanced mode,,,
D01218__F00105,D01218,Gimeracil,F00105,High-Fat Meal,Food,Use caution,gimeracil [SEP] high-fat meal [SEP] food,No known interaction in selected source,Negative,Negative,Negative,Administration of Teysuno under fed conditions resulted in decreased AUC0-inf for gimeracil of approximately 25%,Take on an empty stomach. Take Teysuno at least 1 hour before or after eating.,,https://www.ema.europa.eu/en/documents/product-information/teysuno-epar-product-information_en.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,Calibrated balanced mode,,,
D00572__F00105,D00572,Simvastatin,F00105,High-Fat Meal,Food,Use caution,simvastatin [SEP] high-fat meal [SEP] food,No known interaction in selected source,Negative,Negative,Negative,"High-fat meal demonstrated an 18% decrease in simvastatin AUC0-inf and a 44% increase in ß-hydroxyacid simvastatin AUC0-inf, compared with what was observed in the fasted state.",Take with or without food.,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/206679s000lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,Calibrated balanced mode,,,
D00385__F00104,D00385,Troglitazone,F00104,Meal,Food,Use caution,troglitazone [SEP] meal [SEP] food,No known interaction in selected source,Positive,Positive,Positive,Food increases the extent of absorption by 30% to 85%,Rezulin should be taken with a meal to enhance systemic drug availability,,https://www.accessdata.fda.gov/drugsatfda_docs/label/1999/20720s12lbl.pdf,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,1,1,0,0,Calibrated balanced mode,,,
